"universite_nom","etablissement_nom","domaine_nom","speciality","group","diplome_nom","diplomes_M","diplomes_F","diplomes_total"
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sidi Bouzid","Sciences  informatique et multimédia","الملتيميديا وتطوير الواب","فن الملتيميديا","Diplôme National en Licence",18,28,46
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sidi Bouzid","Sciences de la vie","صناعات غذائية","علوم بيولوجيا","Diplôme National en Licence",2,27,29
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sidi Bouzid","Ingénierie et techniques apparentées","هندسة كهربائية :تشخيص الانظمة الكهربائية","هندسة كهربائية","Diplôme National en Licence",8,12,20
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sidi Bouzid","Ingénierie et techniques apparentées","هندسة كهربائية: الآلية والاعلامية الصناعية","هندسة كهربائية","Diplôme National en Licence",12,12,24
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Industrie de transformation et de traitement","أساليب الصناعات الغذائية","هندسة المواد","Licence appliquée",0,1,1
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Industrie de transformation et de traitement","أساليب الصناعات الغذائية","هندسة المواد","Diplôme National en Licence",0,11,11
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","إدارة الأعمال : التصرف المندمج في الجودة والسلامة والصحة المهنية والمحيط","تصرف","Mastère professionnel",4,10,14
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","إدارة الأعمال: التجديد والتصرف في سلسلة الموارد اللوجستية","تصرف","Mastère professionnel",1,16,17
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","إدارة النظم والأمن والحوسبة السحابية : أمن النظم المعلوماتية","إعلامية","Mastère professionnel",2,6,8
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","إدارة النظم والأمن والحوسبة السحابية : الحوسبة السحابية","إعلامية","Mastère professionnel",2,9,11
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","ادوات العمليات والأساليب الصناعية: ادوات العمليات والأساليب الصناعية","هندسة صناعية والكترونيك وآلية","Mastère professionnel",7,8,15
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences physiques","الأساليب الكيميائية","كيمياء","Diplôme National en Licence",2,15,17
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Architecture et bâtiment","الأشغال العمومية","هندسة مدنية","Licence appliquée",0,1,1
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Architecture et bâtiment","الأشغال العمومية","هندسة مدنية","Diplôme National en Licence",22,8,30
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","الأنظمة المحمولة والجوالة","إعلامية","Licence appliquée",1,0,1
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","الأنظمة المحمولة والجوالة","إعلامية","Diplôme National en Licence",8,3,11
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Architecture et bâtiment","البناء","هندسة مدنية","Licence appliquée",1,0,1
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Architecture et bâtiment","البناء","هندسة مدنية","Diplôme National en Licence",17,11,28
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","البناء المعدني","هندسة ميكانيكية","Licence appliquée",1,0,1
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","البناء المعدني","هندسة ميكانيكية","Diplôme National en Licence",12,5,17
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","التصرف الصناعي","تصرف","Diplôme National en Licence",2,17,19
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","التصرف في الجودة، الصحة، السلامة والمحيط","تصرف","Diplôme National en Licence",4,8,12
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","التصرف في المحاسبة والمالية","تصرف","Licence appliquée",0,3,3
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","التصميم والتصنيع الميكانيكي","هندسة ميكانيكية","Licence appliquée",3,0,3
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","التصميم والتصنيع الميكانيكي","هندسة ميكانيكية","Diplôme National en Licence",50,6,56
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","الشبكات والخدمات الإعلامية","إعلامية","Diplôme National en Licence",6,12,18
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Formation des formateurs et sciences de l’éducation","المساعدة في التصرف في التكوين وتطوير الكفاءات","تكوين المكونين","Mastère professionnel",0,8,8
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","النقل والخدمات اللوجستية","تصرف","Diplôme National en Licence",6,24,30
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","تصميم وتصنيع أدوات الآلات الضاغطة","هندسة صناعية والكترونيك وآلية","Mastère professionnel",2,2,4
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","تطوير أنظمة المعلومات","إعلامية","Licence appliquée",2,0,2
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","تطوير أنظمة المعلومات","إعلامية","Diplôme National en Licence",28,45,73
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","تقنيات البيع","تصرف","Licence appliquée",1,6,7
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","تقنيات البيع","تصرف","Diplôme National en Licence",4,7,11
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Affaires commerciales et administratives","تقنيات المحاسبة والمالية","تصرف","Diplôme National en Licence",0,9,9
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Sciences  informatique et multimédia","هندسة البرمجيات والتكنولوجيات الحديثة","إعلامية","Mastère professionnel",5,9,14
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","هندسة ميكانيكية: طاقية","هندسة ميكانيكية","Diplôme National en Licence",15,2,17
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","هندسة ميكانيكية:الصيانة الصناعية","هندسة ميكانيكية","Licence appliquée",1,0,1
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Sfax","Ingénierie et techniques apparentées","هندسة ميكانيكية:الصيانة الصناعية","هندسة ميكانيكية","Diplôme National en Licence",20,3,23
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Ingénierie et techniques apparentées","ادارة وهندسة الصيانة الصناعية","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",14,4,18
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Ingénierie et techniques apparentées","التصميم والتصنيع الميكانيكي","هندسة ميكانيكية","Diplôme National en Licence",12,10,22
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Affaires commerciales et administratives","المحاسبة والمالية","محاسبة","Diplôme National en Licence",10,56,66
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Ingénierie et techniques apparentées","شبكات وخدمات الاتصالات","إتصالات","Diplôme National en Licence",5,15,20
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Sciences  informatique et multimédia","نظم اعلامية وبرمجيات","إعلامية","Diplôme National en Licence",23,16,39
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Ingénierie et techniques apparentées","هندسة كهربائية","هندسة كهربائية","Diplôme National en Licence",23,7,30
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Ingénierie et techniques apparentées","هندسة كهربائية: الآلية والاعلامية الصناعية","هندسة كهربائية","Diplôme National en Licence",10,15,25
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Ingénierie et techniques apparentées","هندسة كيميائية","هندسة كيميائية","Diplôme National en Licence",4,50,54
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Gabès","Ingénierie et techniques apparentées","هندسة ميكانيكية","هندسة ميكانيكية","Diplôme National en Licence",10,2,12
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Kebili","Affaires commerciales et administratives","إدارة الأعمال","تصرف","Diplôme National en Licence",12,32,44
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Kebili","Sciences  informatique et multimédia","إعلامية","إعلامية","Diplôme National en Licence",2,7,9
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Kebili","Ingénierie et techniques apparentées","التصميم والتصنيع الميكانيكي","هندسة ميكانيكية","Diplôme National en Licence",6,2,8
"DIRECTION GENERALE DES ETUDES TECHNOLOGIQUES","Institut Supérieur des Etudes Technologiques de Kebili","Ingénierie et techniques apparentées","الكهرباء الصناعية","هندسة كهربائية","Diplôme National en Licence",1,6,7
